insee_com,REG,DEP,LIBGEO,LOG,RP,RSECOCC,LOGVAC,MAISON,APPART,RP_1P,RP_2P,RP_3P,RP_4P,RP_5PP,NBPI_RP,RPMAISON,NBPI_RPMAISON,RPAPPART,NBPI_RPAPPART,RP_ACHTOT,RP_ACH1919,RP_ACH1945,RP_ACH1970,RP_ACH1990,RP_ACH2005,RP_ACH2019,RPMAISON_ACH1919,RPMAISON_ACH1945,RPMAISON_ACH1970,RPMAISON_ACH1990,RPMAISON_ACH2005,RPMAISON_ACH2019,RPAPPART_ACH1919,RPAPPART_ACH1945,RPAPPART_ACH1970,RPAPPART_ACH1990,RPAPPART_ACH2005,RPAPPART_ACH2019,MEN,MEN_ANEM0002,MEN_ANEM0204,MEN_ANEM0509,MEN_ANEM10P,MEN_ANEM1019,MEN_ANEM2029,MEN_ANEM30P,PMEN,PMEN_ANEM0002,PMEN_ANEM0204,PMEN_ANEM0509,PMEN_ANEM10P,NBPI_RP_ANEM0002,NBPI_RP_ANEM0204,NBPI_RP_ANEM0509,NBPI_RP_ANEM10P,RP_PROP,RP_LOC,RP_LOCHLMV,RP_GRAT,NPER_RP,NPER_RP_PROP,NPER_RP_LOC,NPER_RP_LOCHLMV,NPER_RP_GRAT,ANEM_RP,ANEM_RP_PROP,ANEM_RP_LOC,ANEM_RP_LOCHLMV,ANEM_RP_GRAT,RP_CGAZV,RP_CFIOUL,RP_CELEC,RP_CGAZB,RP_CAUT,RP_ELEC,RP_EAUCH,RP_BDWC,RP_CHOS,RP_CLIM,RP_TTEGOU,RP_GARL,RP_VOIT1P,RP_VOIT1,RP_VOIT2P,RP_HABFOR,RP_CASE,RP_MIBOIS,RP_MIDUR,AN,RP_ACH19,RP_ACH45,RP_ACH70,RP_ACH90,RP_ACH05,RP_ACH18,RPMAISON_ACH19,RPMAISON_ACH45,RPMAISON_ACH70,RPMAISON_ACH90,RPMAISON_ACH05,RPMAISON_ACH18,RPAPPART_ACH19,RPAPPART_ACH45,RPAPPART_ACH70,RPAPPART_ACH90,RPAPPART_ACH05,RPAPPART_ACH18,RP_SDB,RP_CCCOLL,RP_CCIND,RP_CINDELEC,RP_ACH17,RPMAISON_ACH17,RPAPPART_ACH17,RP_ACH15,RPMAISON_ACH15,RPAPPART_ACH15,RP_ACH14,RPMAISON_ACH14,RPAPPART_ACH14,RP_ACH13,RPMAISON_ACH13,RPAPPART_ACH13,RP_ACH12,RPMAISON_ACH12,RPAPPART_ACH12,RP_ACH11,RPMAISON_ACH11,RPAPPART_ACH11,RP_ACH10,RPMAISON_ACH10,RPAPPART_ACH10,RP_LOCPRIV,Plog_RP,Plog_RS,Plog_VAC,Plog_RP_LOCHLM,Plog_RP_LOCPRIV,Plog_RP_LOC,Plog_RP_PROP,Plog_RP_GRAT,Prp_RP_LOCHLM,Prp_RP_LOCPRIV,Prp_RP_LOC,Prp_RP_PROP,Prp_RP_GRAT
30177,76,30,Monteils,317,281,22,14,304,13,3,7,28,100,143,1330,269,1293,12,37,274,25.0,3.0,14.0,78.0,84.0,71.0,24.0,3.0,10.0,75.0,82.0,70.0,1.0,0.0,4.0,3.0,2.0,1.0,281,25,40,44,172,69,57,46,677,57,104,122,394,113,176,208,833,232,42,0,7,677,593,75,0,9,4619,4230,271,0,117,1.0,41.0,160.0,5.0,75.0,,,,,,,251,274,94,180,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,88.6,6.9,4.4,0.0,88.6,13.2,73.2,2.2,0.0,100.0,14.9,82.6,2.5
30178,76,30,Montfaucon,710,650,18,42,648,62,1,36,59,191,364,3042,595,2881,55,161,650,64.0,27.0,101.0,238.0,96.0,125.0,63.0,25.0,88.0,221.0,80.0,118.0,1.0,2.0,12.0,17.0,16.0,7.0,650,83,114,84,370,138,85,147,1525,193,282,225,824,338,477,392,1835,473,158,4,20,1525,1123,368,9,34,11353,10024,930,12,398,128.0,78.0,336.0,5.0,103.0,,,,,,,538,616,279,337,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,646,91.5,2.5,5.9,0.6,91.0,22.3,66.6,2.8,0.6,99.4,24.3,72.8,3.1
30179,76,30,Montfrin,1676,1375,123,179,1476,189,9,88,285,439,553,5912,1199,5383,169,514,1373,306.0,81.0,202.0,365.0,255.0,162.0,250.0,66.0,163.0,338.0,234.0,147.0,55.0,15.0,39.0,25.0,19.0,14.0,1375,163,222,249,740,280,184,276,3065,388,520,625,1533,622,867,1006,3417,960,374,5,40,3065,2164,826,13,75,22682,19592,2478,57,612,103.0,201.0,831.0,19.0,220.0,,,,,,,945,1217,608,609,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1370,82.0,7.3,10.7,0.3,81.7,22.3,57.3,2.4,0.4,99.6,27.2,69.8,2.9
30180,76,30,Montignargues,255,240,8,8,234,16,3,6,47,73,111,1066,222,1012,15,50,237,18.0,8.0,18.0,49.0,122.0,22.0,17.0,6.0,14.0,46.0,116.0,20.0,1.0,2.0,3.0,3.0,5.0,1.0,240,15,37,38,150,52,66,32,559,29,82,90,357,61,140,161,704,163,69,0,8,559,390,150,0,19,4060,3277,672,0,110,0.0,19.0,158.0,13.0,50.0,,,,,,,195,230,89,141,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,240,94.1,3.1,3.1,0.0,94.1,27.1,63.9,3.1,0.0,100.0,28.8,67.9,3.3
30181,76,30,Montmirat,203,177,8,17,191,11,0,3,23,64,87,829,166,789,11,37,158,24.0,9.0,8.0,14.0,32.0,71.0,23.0,8.0,5.0,12.0,30.0,70.0,2.0,1.0,3.0,2.0,2.0,1.0,177,22,42,44,69,45,12,13,478,65,120,126,167,96,183,205,345,127,46,10,3,478,361,113,25,3,1860,1477,324,96,60,0.0,5.0,128.0,7.0,37.0,,,,,,,151,174,51,123,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,87.2,3.9,8.4,4.9,82.3,22.7,62.6,1.5,5.6,94.4,26.0,71.8,1.7
30182,76,30,Montpezat,640,551,42,48,564,75,10,24,81,177,259,2516,488,2332,61,182,521,101.0,29.0,31.0,101.0,98.0,160.0,83.0,26.0,27.0,98.0,97.0,127.0,17.0,3.0,4.0,3.0,1.0,33.0,551,46,130,115,259,88,68,104,1357,121,345,290,601,188,526,484,1318,415,124,10,12,1357,1029,303,28,26,8497,7631,536,59,329,0.0,38.0,387.0,17.0,109.0,,,,,,,436,531,219,312,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,541,86.1,6.6,7.5,1.6,84.5,19.4,64.8,1.9,1.8,98.2,22.5,75.3,2.2
30183,76,30,Moulézan,331,288,22,21,297,33,1,16,43,106,122,1283,260,1194,27,88,272,45.0,23.0,21.0,42.0,61.0,80.0,38.0,17.0,16.0,38.0,58.0,79.0,7.0,6.0,5.0,4.0,3.0,1.0,288,51,70,46,121,52,24,45,640,94,166,120,260,201,279,206,597,197,87,0,4,640,443,187,0,10,3864,3209,528,0,127,0.0,33.0,197.0,6.0,52.0,,,,,,,213,277,134,143,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,87.0,6.6,6.3,0.0,87.0,26.3,59.5,1.2,0.0,100.0,30.2,68.4,1.4
30184,76,30,Moussac,743,634,44,65,657,84,2,29,114,210,280,2808,557,2588,75,217,592,109.0,43.0,73.0,116.0,100.0,152.0,98.0,37.0,59.0,111.0,82.0,134.0,11.0,7.0,14.0,5.0,18.0,16.0,634,70,141,110,313,136,59,119,1505,162,324,290,730,259,590,472,1487,465,160,10,9,1505,1139,351,21,16,9891,9038,755,38,98,92.0,42.0,396.0,1.0,103.0,,,,,,,501,609,291,318,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,625,85.3,5.9,8.7,1.3,84.1,21.5,62.6,1.2,1.6,98.6,25.2,73.3,1.4
30185,76,30,Mus,714,666,24,24,643,65,11,28,85,194,348,3098,601,2924,62,169,636,64.0,19.0,27.0,191.0,172.0,163.0,58.0,13.0,23.0,179.0,153.0,148.0,5.0,6.0,4.0,12.0,19.0,13.0,666,78,120,114,354,124,117,113,1597,204,299,303,791,350,480,521,1747,505,148,25,13,1597,1242,325,69,30,10101,9048,940,188,113,83.0,28.0,445.0,16.0,94.0,,,,,,,560,637,244,393,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641,93.3,3.4,3.4,3.5,89.8,20.7,70.7,1.8,3.8,96.2,22.2,75.8,2.0
30186,76,30,Nages-et-Solorgues,965,898,39,28,905,59,2,29,102,248,517,4431,839,4270,58,160,808,84.0,18.0,39.0,226.0,187.0,253.0,72.0,17.0,35.0,219.0,183.0,236.0,12.0,1.0,5.0,7.0,3.0,18.0,898,73,178,229,418,127,138,152,2160,160,460,659,881,299,792,1122,2220,751,126,22,20,2160,1854,265,49,41,13677,12778,597,101,302,118.0,48.0,599.0,11.0,121.0,,,,,,,790,875,333,541,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,876,93.1,4.0,2.9,2.3,90.8,13.1,77.8,2.1,2.4,97.6,14.0,83.6,2.2
30187,76,30,Navacelles,205,150,31,24,190,15,0,10,35,49,55,634,138,588,12,46,150,44.0,13.0,16.0,22.0,33.0,21.0,40.0,12.0,16.0,22.0,28.0,20.0,4.0,1.0,0.0,0.0,5.0,1.0,150,18,19,24,88,33,14,42,307,32,48,54,174,66,83,98,387,102,40,0,8,307,206,88,0,13,3426,3185,193,0,48,0.0,63.0,50.0,3.0,33.0,,,,,,,106,136,61,75,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,73.2,15.1,11.7,0.0,73.2,19.5,49.8,3.9,0.0,100.0,26.7,68.0,5.3
30188,76,30,Ners,443,355,54,33,395,45,4,14,61,113,163,1583,322,1484,31,95,331,66.0,19.0,34.0,94.0,60.0,58.0,55.0,17.0,31.0,87.0,56.0,53.0,10.0,2.0,3.0,7.0,4.0,4.0,355,46,71,39,199,72,50,76,791,105,153,94,438,178,302,157,946,279,61,0,15,791,643,112,0,35,6073,5461,423,0,189,0.0,50.0,208.0,9.0,87.0,,,,,,,277,339,142,197,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,80.1,12.2,7.4,0.0,80.1,13.8,63.0,3.4,0.0,100.0,17.2,78.6,4.2
30189,76,30,Nîmes,86696,72555,4946,9195,25613,60260,6568,14169,19945,17219,14654,246369,23019,106053,48776,138954,70948,4848.0,5091.0,17867.0,21679.0,13178.0,8285.0,1315.0,1968.0,5101.0,7832.0,4128.0,2255.0,3518.0,3112.0,12572.0,13636.0,8918.0,5845.0,72555,11614,17685,12812,30443,13097,8005,9341,144838,20359,35348,28423,60708,30632,52882,43000,119856,29278,41659,12745,1619,144838,59349,82306,32551,3183,909944,564584,328846,149778,16514,31471.0,2286.0,35310.0,764.0,2724.0,,,,,,,41890,54100,37760,16340,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59811,83.7,5.7,10.6,14.7,69.0,48.1,33.8,1.9,17.6,82.4,57.4,40.4,2.2
30191,76,30,Orsan,583,527,19,37,551,26,5,13,64,199,244,2385,503,2313,21,63,527,83.0,23.0,86.0,157.0,86.0,92.0,74.0,20.0,80.0,156.0,83.0,89.0,7.0,2.0,5.0,1.0,3.0,3.0,527,50,75,70,332,113,72,148,1197,121,212,185,679,201,315,295,1575,419,87,18,20,1197,954,201,43,42,10746,9636,774,276,335,60.0,108.0,243.0,19.0,96.0,,,,,,,420,498,230,268,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508,90.4,3.3,6.3,3.1,87.1,14.9,71.9,3.4,3.4,96.4,16.5,79.5,3.8
30192,76,30,Orthoux-Sérignac-Quilhan,283,210,64,9,261,21,1,12,40,59,97,961,195,914,14,47,210,60.0,8.0,5.0,53.0,40.0,43.0,49.0,8.0,4.0,53.0,39.0,42.0,11.0,0.0,1.0,0.0,1.0,1.0,210,23,31,42,113,51,36,27,439,50,70,91,228,102,124,180,555,158,45,0,6,439,345,80,0,14,3231,2708,475,0,48,0.0,37.0,94.0,7.0,71.0,,,,,,,168,196,79,117,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,74.2,22.6,3.2,0.0,74.2,15.9,55.8,2.1,0.0,100.0,21.4,75.2,2.9
30193,76,30,Parignargues,284,244,8,32,261,21,0,8,35,80,121,1147,227,1088,16,56,237,48.0,14.0,22.0,64.0,45.0,45.0,42.0,11.0,22.0,62.0,44.0,40.0,6.0,3.0,0.0,2.0,1.0,4.0,244,17,39,46,142,58,37,48,578,39,105,126,308,71,179,206,691,198,43,1,3,578,487,88,1,3,4086,3666,376,7,44,0.0,29.0,159.0,8.0,48.0,,,,,,,188,235,102,133,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,85.9,2.8,11.3,0.4,85.6,15.1,69.7,1.1,0.4,99.6,17.6,81.1,1.2
30194,76,30,Peyremale,270,146,97,27,263,7,0,5,17,52,72,697,141,680,5,17,146,65.0,9.0,18.0,29.0,16.0,9.0,63.0,9.0,16.0,29.0,15.0,9.0,2.0,0.0,2.0,0.0,1.0,0.0,146,11,29,21,85,31,20,34,272,15,57,41,159,41,134,89,433,120,16,0,10,272,227,30,0,15,2941,2623,86,0,232,1.0,25.0,44.0,9.0,67.0,,,,,,,125,140,73,67,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,54.1,35.9,10.0,0.0,54.1,5.9,44.4,3.7,0.0,100.0,11.0,82.2,6.8
30195,76,30,Peyrolles,39,18,19,2,37,2,1,1,3,3,9,79,16,69,2,9,16,10.0,0.0,2.0,1.0,2.0,0.0,8.0,0.0,2.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18,3,1,2,11,2,3,6,31,7,2,5,17,9,6,11,52,12,4,0,1,31,20,9,0,2,430,361,48,0,22,1.0,1.0,0.0,2.0,13.0,,,,,,,12,16,6,9,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,46.2,48.7,5.1,0.0,46.2,10.3,30.8,2.6,0.0,100.0,22.2,66.7,5.6
30196,76,30,Le Pin,258,193,52,12,243,9,0,4,25,70,95,911,183,876,7,24,192,24.0,12.0,8.0,50.0,38.0,60.0,23.0,11.0,6.0,48.0,37.0,57.0,1.0,1.0,2.0,2.0,1.0,0.0,193,22,37,30,105,42,18,44,473,51,91,89,241,94,170,140,507,159,25,0,8,473,395,66,0,12,3342,2996,172,0,174,0.0,33.0,105.0,2.0,53.0,,,,,,,153,186,64,122,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,74.8,20.2,4.7,0.0,74.8,9.7,61.6,3.1,0.0,100.0,13.0,82.4,4.1
30197,76,30,Les Plans,143,117,12,13,127,16,0,5,12,29,72,567,107,535,10,32,117,18.0,10.0,8.0,23.0,28.0,30.0,15.0,10.0,8.0,21.0,26.0,27.0,3.0,0.0,0.0,2.0,2.0,3.0,117,11,24,21,61,27,12,22,291,23,62,55,151,46,103,96,322,89,25,0,3,291,224,54,0,12,1910,1735,99,0,76,0.0,26.0,67.0,2.0,21.0,,,,,,,104,115,45,71,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,81.8,8.4,9.1,0.0,81.8,17.5,62.2,2.1,0.0,100.0,21.4,76.1,2.6
30198,76,30,Les Plantiers,306,125,171,10,218,86,1,11,34,32,47,529,88,413,36,115,123,55.0,8.0,9.0,15.0,23.0,13.0,42.0,4.0,7.0,11.0,11.0,12.0,13.0,4.0,2.0,4.0,12.0,1.0,125,18,18,31,58,23,10,25,216,25,43,60,88,64,82,131,252,75,36,2,14,216,136,64,6,16,1964,1555,354,5,55,14.0,11.0,26.0,8.0,66.0,,,,,,,80,111,67,44,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,40.8,55.9,3.3,0.7,40.2,11.8,24.5,4.6,1.6,98.4,28.8,60.0,11.2
30199,76,30,Pommiers,62,28,31,3,61,1,1,2,3,6,16,149,28,149,0,0,28,17.0,1.0,2.0,6.0,0.0,2.0,17.0,1.0,2.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,28,2,2,5,19,5,4,9,57,2,6,9,39,6,17,27,99,25,2,0,1,57,50,3,0,4,713,689,20,0,4,0.0,7.0,0.0,2.0,19.0,,,,,,,18,26,10,16,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,45.2,50.0,4.8,0.0,45.2,3.2,40.3,1.6,0.0,100.0,7.1,89.3,3.6
30200,76,30,Pompignan,513,376,63,74,463,48,2,10,64,103,197,1805,336,1670,39,133,369,157.0,19.0,31.0,59.0,53.0,50.0,130.0,17.0,29.0,59.0,48.0,46.0,27.0,2.0,2.0,0.0,4.0,4.0,376,44,62,51,219,108,41,70,805,86,145,125,449,194,296,243,1072,291,72,5,13,805,626,151,12,28,6284,5627,563,36,94,74.0,31.0,140.0,18.0,113.0,,,,,,,253,352,161,191,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,371,73.3,12.3,14.4,1.0,72.3,14.0,56.7,2.5,1.3,98.7,19.1,77.4,3.5
30201,76,30,Ponteils-et-Brésis,335,160,175,0,327,6,5,8,40,46,61,670,156,660,3,9,157,48.0,15.0,13.0,32.0,22.0,27.0,47.0,15.0,13.0,32.0,20.0,26.0,1.0,0.0,0.0,0.0,1.0,1.0,160,12,28,30,90,36,22,33,320,21,55,69,176,44,114,110,403,129,22,0,8,320,261,38,0,21,2809,2415,126,0,268,0.0,30.0,29.0,3.0,97.0,,,,,,,127,148,70,78,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,47.8,52.2,0.0,0.0,47.8,6.6,38.5,2.4,0.0,100.0,13.8,80.6,5.0
30202,76,30,Pont-Saint-Esprit,6055,5160,189,706,3697,2338,101,588,1110,1701,1660,20660,3265,14922,1883,5715,5143,668.0,300.0,754.0,1624.0,1013.0,785.0,434.0,193.0,368.0,1096.0,601.0,562.0,233.0,106.0,387.0,521.0,412.0,220.0,5160,623,1061,977,2499,1073,520,905,10425,1229,2243,2150,4803,2115,3993,3771,10781,3005,2060,513,95,10425,6284,3969,998,171,75659,58445,16092,5142,1122,1420.0,382.0,2753.0,55.0,551.0,,,,,,,3361,4370,2486,1884,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4647,85.2,3.1,11.7,8.5,76.7,34.0,49.6,1.6,9.9,90.1,39.9,58.2,1.8
30203,76,30,Portes,269,163,49,57,192,77,1,13,37,53,59,694,124,556,39,138,163,52.0,23.0,25.0,39.0,12.0,12.0,47.0,12.0,12.0,30.0,11.0,12.0,5.0,11.0,13.0,9.0,1.0,0.0,163,14,34,21,94,33,27,34,324,27,63,50,184,54,139,83,418,111,45,3,7,324,235,78,3,11,2762,2227,431,61,104,0.0,33.0,47.0,13.0,70.0,,,,,,,116,144,76,68,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,60.6,18.2,21.2,1.1,59.5,16.7,41.3,2.6,1.8,98.2,27.6,68.1,4.3
30204,76,30,Potelières,217,177,21,20,198,18,1,9,23,77,66,784,158,736,18,48,177,31.0,6.0,17.0,32.0,45.0,46.0,23.0,2.0,17.0,30.0,44.0,43.0,7.0,4.0,0.0,2.0,1.0,3.0,177,15,41,28,93,38,17,39,368,28,77,78,186,61,166,130,427,130,42,0,4,368,284,76,0,8,2964,2629,301,0,35,2.0,43.0,82.0,15.0,35.0,,,,,,,139,164,74,90,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,81.6,9.7,9.2,0.0,81.6,19.4,59.9,1.8,0.0,100.0,23.7,73.4,2.3
30205,76,30,Pougnadoresse,162,110,39,13,158,2,1,7,16,32,54,530,107,507,2,5,104,23.0,5.0,7.0,22.0,19.0,27.0,23.0,5.0,7.0,20.0,19.0,27.0,1.0,0.0,0.0,1.0,0.0,0.0,110,12,24,16,58,23,18,17,263,28,58,46,131,54,108,76,292,94,11,0,6,263,226,28,0,9,1703,1518,36,0,149,0.0,11.0,43.0,2.0,54.0,,,,,,,91,106,46,60,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,67.9,24.1,8.0,0.0,67.9,6.8,58.0,3.7,0.0,100.0,10.0,85.5,5.5
30206,76,30,Poulx,1904,1788,43,73,1782,117,10,60,166,540,1012,8472,1686,8217,99,249,1788,31.0,12.0,45.0,470.0,852.0,378.0,30.0,7.0,44.0,459.0,818.0,328.0,1.0,5.0,1.0,10.0,33.0,49.0,1788,186,314,233,1056,407,405,243,4241,466,799,618,2358,738,1313,1127,5294,1503,261,34,25,4241,3593,595,95,53,27249,25900,1037,64,312,251.0,138.0,1055.0,117.0,228.0,,,,,,,1614,1745,619,1126,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1754,93.9,2.3,3.8,1.8,92.1,13.7,78.9,1.3,1.9,98.1,14.6,84.1,1.4
30207,76,30,Pouzilhac,372,306,38,28,338,32,1,13,41,106,145,1413,278,1318,26,76,302,52.0,11.0,27.0,66.0,71.0,75.0,47.0,5.0,19.0,59.0,70.0,74.0,4.0,6.0,7.0,7.0,1.0,1.0,306,31,53,69,153,81,27,45,750,73,132,186,359,153,220,316,724,245,57,0,4,750,608,131,0,11,4346,3975,293,0,78,1.0,45.0,149.0,11.0,100.0,,,,,,,235,293,119,174,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306,82.3,10.2,7.5,0.0,82.3,15.3,65.9,1.1,0.0,100.0,18.6,80.1,1.3
30208,76,30,Puechredon,25,24,1,1,18,7,0,4,6,3,12,108,16,83,7,23,23,11.0,1.0,4.0,2.0,4.0,2.0,6.0,0.0,4.0,2.0,2.0,2.0,5.0,1.0,0.0,0.0,1.0,0.0,24,3,3,7,12,4,3,5,48,5,7,11,26,11,11,31,56,9,12,0,3,48,20,22,0,6,366,145,109,0,111,0.0,3.0,10.0,0.0,12.0,,,,,,,19,23,10,13,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,96.0,4.0,4.0,0.0,96.0,48.0,36.0,12.0,0.0,100.0,50.0,37.5,12.5
30209,76,30,Pujaut,1963,1747,64,152,1787,162,15,86,192,478,976,8281,1614,7905,128,367,1747,175.0,49.0,165.0,632.0,447.0,280.0,150.0,44.0,150.0,609.0,421.0,241.0,24.0,6.0,15.0,22.0,24.0,37.0,1747,165,280,230,1072,391,279,403,3911,398,668,605,2240,671,1164,1090,5356,1377,332,0,38,3911,3141,701,0,70,31894,29618,1821,0,455,285.0,286.0,886.0,29.0,261.0,,,,,,,1466,1683,671,1012,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1747,89.0,3.3,7.7,0.0,89.0,16.9,70.1,1.9,0.0,100.0,19.0,78.8,2.2
30210,76,30,Quissac,1800,1466,105,229,1200,592,13,148,316,441,548,6132,1055,4952,404,1163,1375,211.0,129.0,177.0,322.0,206.0,331.0,143.0,47.0,99.0,260.0,165.0,267.0,67.0,80.0,78.0,59.0,41.0,64.0,1466,174,332,305,656,293,171,191,3191,372,743,700,1375,627,1304,1270,2931,898,513,86,54,3191,2101,987,175,102,19256,15074,3495,796,687,134.0,91.0,982.0,13.0,245.0,,,,,,,1035,1311,678,633,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1380,81.4,5.8,12.7,4.8,76.7,28.5,49.9,3.0,5.9,94.1,35.0,61.3,3.7
30211,76,30,Redessan,1837,1724,27,86,1490,338,17,110,270,650,677,7423,1418,6532,298,861,1615,150.0,104.0,160.0,460.0,362.0,379.0,122.0,66.0,109.0,417.0,323.0,327.0,28.0,38.0,50.0,40.0,37.0,52.0,1724,221,321,273,909,379,227,303,4157,548,788,688,2133,883,1218,1124,4198,1105,584,139,35,4157,2689,1391,335,77,26988,22760,3533,814,695,350.0,79.0,1118.0,19.0,158.0,,,,,,,1428,1601,739,862,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1585,93.8,1.5,4.7,7.6,86.3,31.8,60.2,1.9,8.1,91.9,33.9,64.1,2.0
30212,76,30,Remoulins,1334,1062,113,160,821,500,28,148,232,314,340,4214,690,3155,364,1042,1036,208.0,92.0,209.0,254.0,181.0,92.0,98.0,45.0,126.0,198.0,148.0,65.0,110.0,47.0,82.0,55.0,32.0,23.0,1062,132,234,214,481,213,125,143,2268,242,488,564,973,410,823,849,2132,528,491,58,43,2268,1218,970,154,81,14949,10744,3659,818,547,66.0,89.0,775.0,7.0,125.0,,,,,,,661,931,513,418,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004,79.6,8.5,12.0,4.3,75.3,36.8,39.6,3.2,5.5,94.5,46.2,49.7,4.0
30213,76,30,Revens,53,14,39,0,51,2,0,1,3,5,6,64,13,58,2,6,13,6.0,1.0,2.0,1.0,1.0,3.0,5.0,1.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,14,2,3,2,8,4,1,3,31,4,7,4,16,9,10,7,38,10,3,0,1,31,24,6,0,1,297,259,28,0,11,0.0,4.0,2.0,0.0,8.0,,,,,,,10,13,8,5,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,26.4,73.6,0.0,0.0,26.4,5.7,18.9,1.9,0.0,100.0,21.4,71.4,7.1
30214,76,30,Ribaute-les-Tavernes,1033,882,69,82,934,95,5,55,147,296,378,3880,794,3638,84,231,880,131.0,66.0,108.0,169.0,194.0,213.0,115.0,56.0,81.0,160.0,178.0,202.0,16.0,10.0,27.0,8.0,16.0,7.0,882,102,142,158,481,240,89,152,2055,229,337,432,1057,396,574,690,2220,657,185,0,39,2055,1583,405,0,67,13692,12198,1054,0,440,2.0,183.0,464.0,36.0,197.0,,,,,,,753,833,369,464,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,882,85.4,6.7,7.9,0.0,85.4,17.9,63.6,3.8,0.0,100.0,21.0,74.5,4.4
30215,76,30,Rivières,276,195,64,17,237,38,1,11,44,52,86,854,167,769,27,82,195,44.0,9.0,27.0,26.0,42.0,47.0,38.0,7.0,18.0,25.0,38.0,40.0,6.0,2.0,9.0,1.0,4.0,5.0,195,28,35,35,97,43,21,33,424,65,73,77,209,118,129,136,470,140,48,4,8,424,309,93,9,22,3110,2808,204,46,98,1.0,44.0,86.0,1.0,64.0,,,,,,,134,180,74,106,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,70.7,23.2,6.2,1.4,69.2,17.4,50.7,2.9,2.1,97.9,24.6,71.8,4.1
