insee_com,REG,DEP,LIBGEO,LOG,RP,RSECOCC,LOGVAC,MAISON,APPART,RP_1P,RP_2P,RP_3P,RP_4P,RP_5PP,NBPI_RP,RPMAISON,NBPI_RPMAISON,RPAPPART,NBPI_RPAPPART,RP_ACHTOT,RP_ACH1919,RP_ACH1945,RP_ACH1970,RP_ACH1990,RP_ACH2005,RP_ACH2019,RPMAISON_ACH1919,RPMAISON_ACH1945,RPMAISON_ACH1970,RPMAISON_ACH1990,RPMAISON_ACH2005,RPMAISON_ACH2019,RPAPPART_ACH1919,RPAPPART_ACH1945,RPAPPART_ACH1970,RPAPPART_ACH1990,RPAPPART_ACH2005,RPAPPART_ACH2019,MEN,MEN_ANEM0002,MEN_ANEM0204,MEN_ANEM0509,MEN_ANEM10P,MEN_ANEM1019,MEN_ANEM2029,MEN_ANEM30P,PMEN,PMEN_ANEM0002,PMEN_ANEM0204,PMEN_ANEM0509,PMEN_ANEM10P,NBPI_RP_ANEM0002,NBPI_RP_ANEM0204,NBPI_RP_ANEM0509,NBPI_RP_ANEM10P,RP_PROP,RP_LOC,RP_LOCHLMV,RP_GRAT,NPER_RP,NPER_RP_PROP,NPER_RP_LOC,NPER_RP_LOCHLMV,NPER_RP_GRAT,ANEM_RP,ANEM_RP_PROP,ANEM_RP_LOC,ANEM_RP_LOCHLMV,ANEM_RP_GRAT,RP_CGAZV,RP_CFIOUL,RP_CELEC,RP_CGAZB,RP_CAUT,RP_ELEC,RP_EAUCH,RP_BDWC,RP_CHOS,RP_CLIM,RP_TTEGOU,RP_GARL,RP_VOIT1P,RP_VOIT1,RP_VOIT2P,RP_HABFOR,RP_CASE,RP_MIBOIS,RP_MIDUR,AN,RP_ACH19,RP_ACH45,RP_ACH70,RP_ACH90,RP_ACH05,RP_ACH18,RPMAISON_ACH19,RPMAISON_ACH45,RPMAISON_ACH70,RPMAISON_ACH90,RPMAISON_ACH05,RPMAISON_ACH18,RPAPPART_ACH19,RPAPPART_ACH45,RPAPPART_ACH70,RPAPPART_ACH90,RPAPPART_ACH05,RPAPPART_ACH18,RP_SDB,RP_CCCOLL,RP_CCIND,RP_CINDELEC,RP_ACH17,RPMAISON_ACH17,RPAPPART_ACH17,RP_ACH15,RPMAISON_ACH15,RPAPPART_ACH15,RP_ACH14,RPMAISON_ACH14,RPAPPART_ACH14,RP_ACH13,RPMAISON_ACH13,RPAPPART_ACH13,RP_ACH12,RPMAISON_ACH12,RPAPPART_ACH12,RP_ACH11,RPMAISON_ACH11,RPAPPART_ACH11,RP_ACH10,RPMAISON_ACH10,RPAPPART_ACH10,RP_LOCPRIV,Plog_RP,Plog_RS,Plog_VAC,Plog_RP_LOCHLM,Plog_RP_LOCPRIV,Plog_RP_LOC,Plog_RP_PROP,Plog_RP_GRAT,Prp_RP_LOCHLM,Prp_RP_LOCPRIV,Prp_RP_LOC,Prp_RP_PROP,Prp_RP_GRAT
34178,76,34,Murviel-lès-Béziers,1648,1314,123,211,1454,188,2,58,223,471,560,5830,1142,5291,169,527,1276,227.0,109.0,128.0,356.0,208.0,247.0,203.0,81.0,99.0,327.0,185.0,214.0,25.0,28.0,30.0,29.0,21.0,32.0,1314,107,235,230,743,343,153,246,2982,249,554,566,1613,414,971,986,3459,950,330,83,35,2982,2181,734,202,68,21201,17983,2591,1101,628,98.0,73.0,936.0,7.0,200.0,,,,,,,1009,1191,544,647,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1231,79.7,7.5,12.8,5.0,74.7,20.0,57.6,2.1,6.3,93.7,25.1,72.3,2.7
34179,76,34,Murviel-lès-Montpellier,854,790,26,37,765,84,9,30,94,257,400,3677,712,3445,75,221,692,76.0,21.0,34.0,184.0,215.0,162.0,72.0,18.0,27.0,175.0,182.0,142.0,4.0,3.0,8.0,8.0,33.0,18.0,790,111,117,101,461,200,126,134,1959,295,323,296,1044,477,510,449,2241,658,120,36,12,1959,1666,271,86,21,12915,11763,1085,444,68,176.0,30.0,470.0,8.0,107.0,,,,,,,648,762,277,485,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,92.5,3.0,4.3,4.2,88.4,14.1,77.0,1.4,4.6,95.6,15.2,83.3,1.5
34180,76,34,Nébian,823,671,74,78,749,69,7,23,112,226,302,3000,619,2849,47,140,635,151.0,54.0,60.0,139.0,83.0,148.0,132.0,41.0,54.0,134.0,80.0,142.0,18.0,11.0,6.0,5.0,3.0,5.0,671,75,146,127,324,145,75,103,1572,184,341,344,703,297,639,531,1533,496,155,13,20,1572,1169,361,41,42,9609,8308,1043,229,259,2.0,45.0,447.0,11.0,167.0,,,,,,,493,630,272,357,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,659,81.5,9.0,9.5,1.6,80.1,18.8,60.3,2.4,1.9,98.2,23.1,73.9,3.0
34181,76,34,Neffiès,705,488,158,59,672,33,3,15,106,158,206,2166,462,2082,27,83,487,146.0,32.0,26.0,67.0,102.0,114.0,139.0,29.0,23.0,65.0,93.0,111.0,7.0,3.0,3.0,2.0,8.0,3.0,488,48,82,86,272,134,62,77,1018,119,170,199,530,213,331,381,1241,366,112,11,10,1018,754,236,25,29,7424,6543,737,120,144,0.0,59.0,294.0,10.0,125.0,,,,,,,379,451,240,211,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,477,69.2,22.4,8.4,1.6,67.7,15.9,51.9,1.4,2.3,97.7,23.0,75.0,2.0
34182,76,34,Nézignan-l'Évêque,937,729,197,11,860,76,2,40,108,256,323,3219,656,3024,72,193,723,104.0,36.0,29.0,113.0,180.0,261.0,93.0,23.0,26.0,110.0,173.0,226.0,10.0,13.0,3.0,3.0,7.0,35.0,729,71,122,127,409,230,87,92,1673,158,288,320,907,299,479,525,1916,553,159,58,17,1673,1293,337,132,43,10541,9246,1089,437,206,137.0,28.0,475.0,5.0,84.0,,,,,,,586,682,311,371,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,77.8,21.0,1.2,6.2,71.6,17.0,59.0,1.8,8.0,92.0,21.8,75.9,2.3
34183,76,34,Nissan-lez-Enserune,2307,1871,132,304,1983,302,17,79,381,642,752,8140,1597,7297,256,786,1797,247.0,175.0,186.0,496.0,343.0,350.0,207.0,124.0,145.0,446.0,301.0,303.0,37.0,48.0,41.0,50.0,36.0,41.0,1871,249,373,302,947,406,212,329,3993,585,845,692,1871,978,1517,1258,4387,1330,497,52,44,3993,2863,1042,95,88,28141,24748,2980,515,413,269.0,68.0,1298.0,30.0,206.0,,,,,,,1397,1696,889,807,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819,81.1,5.7,13.2,2.3,78.8,21.5,57.7,1.9,2.8,97.2,26.6,71.1,2.4
34184,76,34,Nizas,442,340,71,31,403,37,4,35,72,104,124,1413,301,1313,37,97,340,104.0,23.0,31.0,79.0,41.0,63.0,92.0,23.0,22.0,66.0,37.0,61.0,12.0,0.0,9.0,13.0,3.0,0.0,340,33,73,68,166,72,37,57,661,57,144,155,304,131,282,274,726,250,73,6,17,661,513,121,8,27,5227,4597,463,89,167,0.0,42.0,230.0,3.0,65.0,,,,,,,219,312,178,134,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,334,76.9,16.1,7.0,1.4,75.6,16.5,56.6,3.8,1.8,98.2,21.5,73.5,5.0
34185,76,34,Notre-Dame-de-Londres,302,254,29,19,255,46,2,16,45,79,112,1125,212,984,42,141,254,57.0,20.0,16.0,48.0,76.0,37.0,41.0,13.0,11.0,44.0,68.0,35.0,17.0,6.0,5.0,4.0,8.0,2.0,254,20,47,55,132,58,39,35,523,42,107,120,253,79,193,216,636,167,77,2,10,523,357,150,3,15,3785,3238,463,29,84,1.0,47.0,147.0,9.0,50.0,,,,,,,158,240,121,119,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,84.1,9.6,6.3,0.7,83.4,25.5,55.3,3.3,0.8,99.2,30.3,65.7,3.9
34186,76,34,Octon,349,244,72,32,318,27,4,12,49,69,110,1092,215,1009,26,77,242,55.0,19.0,15.0,73.0,45.0,35.0,52.0,18.0,14.0,62.0,36.0,30.0,2.0,1.0,1.0,10.0,6.0,5.0,244,27,50,35,132,52,29,51,520,66,110,86,258,112,196,147,636,165,68,14,11,520,354,147,33,19,4205,3638,450,121,118,0.0,28.0,109.0,7.0,100.0,,,,,,,170,232,126,106,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,69.9,20.6,9.2,4.0,65.9,19.5,47.3,3.2,5.7,94.3,27.9,67.6,4.5
34187,76,34,Olargues,488,264,126,98,421,64,6,21,52,69,116,1148,217,984,45,159,261,86.0,31.0,25.0,51.0,36.0,32.0,74.0,19.0,23.0,41.0,30.0,28.0,11.0,12.0,1.0,10.0,6.0,4.0,264,34,53,52,125,41,29,55,490,62,112,94,222,136,219,210,583,178,67,6,19,490,323,124,11,43,4215,3517,394,38,304,1.0,47.0,117.0,10.0,89.0,,,,,,,143,236,149,87,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,54.1,25.8,20.1,1.2,52.9,13.7,36.5,3.9,2.3,97.7,25.4,67.4,7.2
34188,76,34,Olmet-et-Villecun,125,84,36,5,119,2,2,8,20,16,37,384,80,379,1,3,81,13.0,1.0,6.0,17.0,27.0,16.0,12.0,1.0,6.0,17.0,27.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,84,5,11,14,53,20,17,15,166,10,20,36,100,24,56,74,229,72,6,0,5,166,151,10,0,5,1485,1301,84,0,101,0.0,5.0,26.0,7.0,45.0,,,,,,,70,78,33,46,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,67.2,28.8,4.0,0.0,67.2,4.8,57.6,4.0,0.0,100.0,7.1,85.7,6.0
34189,76,34,Olonzac,1085,791,122,172,915,169,9,50,120,219,393,3667,665,3289,126,378,791,229.0,92.0,123.0,169.0,83.0,96.0,190.0,67.0,103.0,152.0,65.0,87.0,39.0,24.0,19.0,17.0,17.0,9.0,791,90,170,123,408,152,80,176,1634,201,369,279,785,360,694,546,2067,510,253,0,27,1634,1032,554,0,48,13219,11367,1432,0,420,83.0,139.0,429.0,20.0,119.0,,,,,,,490,682,406,275,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791,72.9,11.2,15.9,0.0,72.9,23.3,47.0,2.5,0.0,100.0,32.0,64.5,3.4
34190,76,34,Oupia,243,154,55,34,222,19,1,14,24,41,74,708,134,653,19,51,154,60.0,23.0,17.0,15.0,26.0,13.0,56.0,18.0,16.0,14.0,19.0,11.0,4.0,5.0,1.0,1.0,6.0,2.0,154,20,25,27,82,28,24,30,276,39,46,45,146,76,115,138,379,108,34,6,12,276,196,60,11,20,2709,2337,240,88,132,0.0,15.0,93.0,4.0,42.0,,,,,,,82,143,98,45,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,63.4,22.6,14.0,2.5,60.9,14.0,44.4,4.9,3.9,96.1,22.1,70.1,7.8
34191,76,34,Pailhès,346,279,23,44,319,23,0,10,41,103,125,1268,262,1216,17,52,274,53.0,15.0,7.0,93.0,48.0,57.0,46.0,12.0,6.0,92.0,48.0,53.0,6.0,3.0,1.0,1.0,0.0,4.0,279,28,43,58,151,42,40,69,608,65,95,151,297,110,170,262,726,225,48,0,5,608,498,103,0,8,4804,4351,346,0,107,1.0,25.0,193.0,15.0,45.0,,,,,,,227,271,111,160,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,80.6,6.6,12.7,0.0,80.6,13.9,65.0,1.4,0.0,100.0,17.2,80.6,1.8
34192,76,34,Palavas-les-Flots,8625,3674,4507,444,1400,7201,346,1163,1084,617,463,10938,979,4136,2673,6759,3655,61.0,110.0,821.0,1566.0,391.0,706.0,31.0,49.0,159.0,545.0,127.0,58.0,27.0,57.0,655.0,1018.0,261.0,647.0,3674,496,790,784,1604,714,440,450,5872,770,1267,1250,2586,1267,2092,2176,5403,1885,1656,304,132,5872,3079,2583,571,210,46918,33313,12114,3967,1491,762.0,44.0,2772.0,15.0,80.0,,,,,,,2148,3115,2284,831,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3370,42.6,52.3,5.1,3.5,39.1,19.2,21.9,1.5,8.3,91.7,45.1,51.3,3.6
34193,76,34,Pardailhan,230,91,115,24,217,7,3,6,23,22,37,385,85,373,4,11,91,19.0,12.0,15.0,15.0,20.0,9.0,17.0,12.0,14.0,14.0,18.0,9.0,2.0,0.0,1.0,1.0,0.0,0.0,91,17,14,11,49,35,7,8,170,34,26,22,88,69,61,43,213,64,17,1,10,170,122,31,3,17,1130,961,73,4,96,2.0,14.0,10.0,3.0,63.0,,,,,,,61,89,41,48,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,39.6,50.0,10.4,0.4,39.1,7.4,27.8,4.3,1.1,98.9,18.7,70.3,11.0
34194,76,34,Paulhan,2026,1786,97,143,1750,266,21,94,356,638,677,7562,1539,6739,237,790,1786,221.0,160.0,263.0,428.0,344.0,369.0,191.0,131.0,203.0,375.0,297.0,341.0,29.0,28.0,59.0,50.0,47.0,25.0,1786,230,317,358,881,394,188,299,3980,528,760,860,1833,846,1221,1468,4027,1247,496,100,43,3980,2783,1117,253,81,26657,22895,3411,1206,351,435.0,107.0,1001.0,32.0,211.0,,,,,,,1308,1586,849,737,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1685,88.2,4.8,7.1,4.9,83.2,24.5,61.5,2.1,5.6,94.3,27.8,69.8,2.4
34195,76,34,Pégairolles-de-Buèges,82,31,49,2,76,6,0,6,11,8,5,107,25,87,6,20,31,16.0,2.0,3.0,6.0,2.0,2.0,9.0,2.0,3.0,6.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,31,8,5,5,12,3,4,5,55,12,12,11,19,29,18,18,43,19,8,1,4,55,32,16,1,7,528,437,42,1,50,0.0,6.0,6.0,0.0,19.0,,,,,,,6,30,19,11,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,37.8,59.8,2.4,1.2,36.6,9.8,23.2,4.9,3.2,96.8,25.8,61.3,12.9
34196,76,34,Pégairolles-de-l'Escalette,164,84,54,26,144,20,0,4,19,37,24,353,74,318,10,35,84,25.0,13.0,7.0,17.0,11.0,11.0,25.0,11.0,6.0,15.0,8.0,9.0,0.0,2.0,1.0,2.0,3.0,2.0,84,10,14,14,46,13,17,16,152,20,30,26,76,38,59,57,199,64,19,0,1,152,108,41,0,3,1470,1338,119,0,13,0.0,20.0,38.0,0.0,26.0,,,,,,,30,77,47,30,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,51.2,32.9,15.9,0.0,51.2,11.6,39.0,0.6,0.0,100.0,22.6,76.2,1.2
34197,76,34,Péret,657,522,93,42,623,31,1,26,93,201,201,2287,497,2216,24,69,494,89.0,29.0,30.0,63.0,119.0,164.0,83.0,27.0,28.0,63.0,114.0,155.0,6.0,2.0,2.0,0.0,4.0,9.0,522,60,113,105,244,119,62,63,1131,136,250,238,507,249,451,431,1156,409,103,12,10,1131,882,228,32,21,7077,6311,640,71,126,2.0,38.0,366.0,13.0,103.0,,,,,,,420,500,239,261,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,510,79.5,14.2,6.4,1.8,77.6,15.7,62.3,1.5,2.3,97.7,19.7,78.4,1.9
34198,76,34,Pérols,5028,4465,246,317,3773,1231,232,455,895,1199,1684,18075,3340,15362,1111,2664,4465,128.0,145.0,564.0,1772.0,1115.0,741.0,80.0,103.0,453.0,1592.0,815.0,296.0,48.0,41.0,109.0,178.0,295.0,440.0,4465,636,756,638,2434,953,669,813,9483,1186,1730,1467,5101,1763,2800,2473,11040,3039,1310,92,115,9483,6747,2526,180,210,68512,58718,7963,924,1831,812.0,205.0,3093.0,48.0,306.0,,,,,,,3243,4053,2220,1832,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4373,88.8,4.9,6.3,1.8,87.0,26.1,60.4,2.3,2.1,97.9,29.3,68.1,2.6
34199,76,34,Pézenas,5287,3994,576,716,2560,2699,194,600,931,1033,1236,15398,1980,9404,1996,5959,3991,1204.0,501.0,468.0,823.0,523.0,472.0,438.0,215.0,231.0,526.0,386.0,182.0,757.0,282.0,237.0,294.0,137.0,288.0,3994,636,845,701,1813,738,403,671,7552,1121,1631,1471,3330,1884,2806,2579,8129,1897,1949,575,148,7552,3624,3632,1325,296,57314,41929,13719,5622,1667,1004.0,182.0,2478.0,81.0,250.0,,,,,,,2147,3147,2187,960,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3418,75.5,10.9,13.5,10.9,64.6,36.9,35.9,2.8,14.4,85.6,48.8,47.5,3.7
34200,76,34,Pézènes-les-Mines,185,108,61,16,172,13,0,8,22,31,46,480,105,471,3,9,108,42.0,3.0,4.0,15.0,20.0,24.0,39.0,2.0,4.0,15.0,20.0,24.0,2.0,1.0,0.0,0.0,0.0,0.0,108,12,10,15,71,35,21,14,236,22,28,32,153,43,42,65,331,91,13,0,4,236,201,27,0,8,1767,1676,43,0,48,0.0,13.0,33.0,4.0,58.0,,,,,,,63,106,55,51,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,58.4,33.0,8.6,0.0,58.4,7.0,49.2,2.2,0.0,100.0,12.0,84.3,3.7
34201,76,34,Pierrerue,250,158,61,32,246,3,2,2,21,50,82,741,153,730,3,10,147,35.0,11.0,21.0,37.0,28.0,15.0,33.0,10.0,21.0,36.0,28.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,158,21,25,26,87,32,21,34,293,44,51,50,147,93,118,106,424,112,33,0,12,293,211,64,0,19,2661,2232,264,0,165,1.0,7.0,93.0,7.0,49.0,,,,,,,124,150,70,80,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,158,63.2,24.4,12.8,0.0,63.2,13.2,44.8,4.8,0.0,100.0,20.9,70.9,7.6
34202,76,34,Pignan,3783,3478,73,233,2535,1195,44,407,696,1107,1225,14274,2392,11190,1068,3038,3235,367.0,106.0,223.0,698.0,727.0,1114.0,281.0,54.0,176.0,643.0,586.0,516.0,84.0,52.0,46.0,52.0,141.0,588.0,3478,353,799,820,1505,540,393,572,8170,794,1909,2245,3221,1256,2866,3121,7032,2334,1093,480,51,8170,5578,2485,1150,108,49308,41863,6811,3672,635,873.0,74.0,2239.0,23.0,269.0,,,,,,,2852,3251,1601,1650,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2997,91.9,1.9,6.2,12.7,79.2,28.9,61.7,1.3,13.8,86.2,31.4,67.1,1.5
34203,76,34,Pinet,1026,821,135,70,930,93,3,44,153,356,265,3435,750,3228,68,203,816,88.0,60.0,69.0,142.0,168.0,289.0,77.0,46.0,62.0,127.0,153.0,279.0,10.0,14.0,5.0,14.0,14.0,10.0,821,113,222,150,335,156,79,100,1957,273,583,403,698,424,883,630,1499,563,233,42,24,1957,1343,561,109,53,10280,8646,1397,317,238,42.0,48.0,619.0,12.0,100.0,,,,,,,619,763,368,395,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,80.0,13.2,6.8,4.1,75.9,22.7,54.9,2.3,5.1,94.9,28.4,68.6,2.9
34204,76,34,Plaissan,790,659,58,73,728,57,6,34,109,253,257,2858,605,2677,50,170,659,77.0,44.0,78.0,107.0,139.0,214.0,62.0,37.0,72.0,98.0,134.0,201.0,13.0,6.0,6.0,8.0,5.0,12.0,659,145,143,115,256,123,51,83,1574,357,357,334,527,574,562,505,1217,478,169,20,12,1574,1168,381,52,25,8082,7256,711,51,114,4.0,83.0,438.0,22.0,112.0,,,,,,,530,626,295,331,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,83.4,7.3,9.2,2.5,80.9,21.4,60.5,1.5,3.0,97.0,25.6,72.5,1.8
34205,76,34,Les Plans,219,154,51,14,206,11,3,10,25,47,69,704,147,686,7,18,149,17.0,11.0,28.0,47.0,30.0,16.0,15.0,8.0,26.0,47.0,30.0,16.0,2.0,3.0,2.0,0.0,0.0,0.0,154,16,27,20,91,24,35,32,317,32,68,46,171,58,117,92,437,119,26,0,9,317,244,58,0,15,2609,2244,209,0,156,2.0,25.0,58.0,6.0,63.0,,,,,,,124,146,65,81,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154,70.3,23.3,6.4,0.0,70.3,11.9,54.3,4.1,0.0,100.0,16.9,77.3,5.8
34206,76,34,Poilhes,355,255,89,11,301,48,7,8,64,82,93,1077,217,978,33,89,255,53.0,31.0,28.0,73.0,45.0,25.0,45.0,22.0,24.0,64.0,39.0,23.0,7.0,7.0,3.0,7.0,6.0,2.0,255,21,58,27,149,60,31,59,526,44,126,69,288,91,208,104,674,180,63,6,11,526,375,127,8,23,4380,3974,293,52,114,0.0,39.0,172.0,8.0,36.0,,,,,,,167,236,109,127,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,248,71.8,25.1,3.1,1.7,69.9,17.7,50.7,3.1,2.4,97.3,24.7,70.6,4.3
34207,76,34,Pomérols,1609,1104,306,198,1518,84,11,63,248,403,380,4580,1020,4342,82,233,1100,222.0,80.0,70.0,300.0,203.0,225.0,196.0,72.0,57.0,287.0,192.0,211.0,25.0,7.0,13.0,13.0,11.0,13.0,1104,153,193,187,572,245,125,202,2255,327,405,427,1096,564,760,749,2507,862,209,9,33,2255,1734,448,15,73,16675,14872,1260,101,544,67.0,75.0,792.0,19.0,153.0,,,,,,,833,1011,562,449,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1096,68.6,19.0,12.3,0.6,68.1,13.0,53.6,2.1,0.8,99.3,18.9,78.1,3.0
34208,76,34,Popian,185,155,10,20,166,19,1,10,33,36,74,707,138,659,16,49,145,32.0,10.0,16.0,35.0,28.0,24.0,28.0,8.0,12.0,33.0,26.0,24.0,4.0,2.0,4.0,2.0,2.0,0.0,155,18,30,30,78,40,18,19,368,45,72,81,170,59,124,143,382,112,41,0,2,368,271,95,0,2,2200,1970,227,0,3,0.0,14.0,98.0,4.0,39.0,,,,,,,95,146,59,88,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,83.8,5.4,10.8,0.0,83.8,22.2,60.5,1.1,0.0,100.0,26.5,72.3,1.3
34209,76,34,Portiragnes,4498,1633,2789,76,4101,349,20,103,371,578,561,6782,1411,6125,201,608,1576,72.0,65.0,155.0,448.0,610.0,226.0,62.0,45.0,115.0,398.0,546.0,192.0,10.0,20.0,38.0,47.0,55.0,30.0,1633,187,316,276,854,368,264,222,3373,388,678,648,1659,687,1196,1124,3775,1106,466,85,60,3373,2282,970,200,121,23839,19884,3241,1019,715,279.0,27.0,1148.0,15.0,163.0,,,,,,,1322,1527,915,612,,,,,2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1548,36.3,62.0,1.7,1.9,34.4,10.4,24.6,1.3,5.2,94.8,28.5,67.7,3.7
