LIBGEO,AN,LOG,TYPE_HABITAT,NOMBRE
Pardailhan,2017,236,Maisons,223
Paulhan,2017,1989,Maisons,1721
Pégairolles-de-Buèges,2017,83,Maisons,80
Pégairolles-de-l'Escalette,2017,168,Maisons,155
Péret,2017,596,Maisons,559
Pérols,2017,4597,Maisons,3467
Pézenas,2017,5252,Maisons,2692
Pézènes-les-Mines,2017,182,Maisons,170
Pierrerue,2017,238,Maisons,232
Pignan,2017,3017,Maisons,2317
Pinet,2017,926,Maisons,849
Plaissan,2017,590,Maisons,545
Les Plans,2017,201,Maisons,191
Poilhes,2017,350,Maisons,297
Pomérols,2017,1364,Maisons,1256
Popian,2017,177,Maisons,158
Portiragnes,2017,4314,Maisons,3860
Le Pouget,2017,1022,Maisons,914
Le Poujol-sur-Orb,2017,711,Maisons,607
Poujols,2017,108,Maisons,99
Poussan,2017,2826,Maisons,2113
Pouzolles,2017,663,Maisons,622
Pouzols,2017,437,Maisons,405
Le Pradal,2017,172,Maisons,165
Prades-le-Lez,2017,2426,Maisons,1837
Prades-sur-Vernazobre,2017,236,Maisons,225
Prémian,2017,420,Maisons,387
Le Puech,2017,161,Maisons,157
Puéchabon,2017,312,Maisons,294
Puilacher,2017,221,Maisons,218
Puimisson,2017,556,Maisons,517
Puissalicon,2017,769,Maisons,726
Puisserguier,2017,1694,Maisons,1505
Quarante,2017,1106,Maisons,979
Restinclières,2017,782,Maisons,677
Rieussec,2017,97,Maisons,94
Riols,2017,658,Maisons,627
Les Rives,2017,109,Maisons,106
Romiguières,2017,24,Maisons,22
Roquebrun,2017,677,Maisons,626
Roqueredonde,2017,114,Maisons,95
Roquessels,2017,84,Maisons,82
Rosis,2017,323,Maisons,290
Rouet,2017,44,Maisons,39
Roujan,2017,1336,Maisons,1224
Saint-André-de-Buèges,2017,48,Maisons,43
Saint-André-de-Sangonis,2017,2725,Maisons,2280
Saint-Aunès,2017,1498,Maisons,1120
Saint-Bauzille-de-la-Sylve,2017,421,Maisons,390
Saint-Bauzille-de-Montmel,2017,487,Maisons,434
Saint-Bauzille-de-Putois,2017,1049,Maisons,928
Saint-Brès,2017,1351,Maisons,972
Saint-Chinian,2017,1340,Maisons,1143
Entre-Vignes,2017,1009,Maisons,923
Saint-Clément-de-Rivière,2017,2345,Maisons,1731
Sainte-Croix-de-Quintillargues,2017,341,Maisons,311
Saint-Drézéry,2017,1019,Maisons,873
Saint-Étienne-d'Albagnan,2017,297,Maisons,273
Saint-Étienne-de-Gourgas,2017,288,Maisons,269
Saint-Étienne-Estréchoux,2017,256,Maisons,159
Saint-Félix-de-l'Héras,2017,37,Maisons,35
Saint-Félix-de-Lodez,2017,561,Maisons,487
Saint-Gély-du-Fesc,2017,4221,Maisons,3641
Saint-Geniès-des-Mourgues,2017,885,Maisons,768
Saint-Geniès-de-Varensal,2017,148,Maisons,130
Saint-Geniès-de-Fontedit,2017,924,Maisons,878
Saint-Georges-d'Orques,2017,2677,Maisons,1817
Saint-Gervais-sur-Mare,2017,748,Maisons,684
Saint-Guilhem-le-Désert,2017,252,Maisons,208
Saint-Guiraud,2017,132,Maisons,127
Saint-Hilaire-de-Beauvoir,2017,185,Maisons,165
Saint-Jean-de-Buèges,2017,199,Maisons,172
Saint-Jean-de-Cornies,2017,283,Maisons,280
Saint-Jean-de-Cuculles,2017,208,Maisons,197
Saint-Jean-de-Fos,2017,956,Maisons,861
Saint-Jean-de-la-Blaquière,2017,383,Maisons,350
Saint-Jean-de-Minervois,2017,148,Maisons,143
Saint-Jean-de-Védas,2017,4664,Maisons,3250
Saint-Julien,2017,230,Maisons,211
Saint-Just,2017,1364,Maisons,1175
Saint-Martin-de-l'Arçon,2017,163,Maisons,154
Saint-Martin-de-Londres,2017,1264,Maisons,1070
Saint-Mathieu-de-Tréviers,2017,2034,Maisons,1485
Saint-Maurice-Navacelles,2017,216,Maisons,147
Saint-Michel,2017,68,Maisons,68
Saint-Nazaire-de-Ladarez,2017,304,Maisons,286
Saint-Nazaire-de-Pézan,2017,290,Maisons,249
Saint-Pargoire,2017,1186,Maisons,1092
Saint-Paul-et-Valmalle,2017,511,Maisons,439
Saint-Pierre-de-la-Fage,2017,94,Maisons,84
Saint-Pons-de-Thomières,2017,1478,Maisons,1022
Saint-Pons-de-Mauchiens,2017,441,Maisons,386
Saint-Privat,2017,325,Maisons,313
Saint-Saturnin-de-Lucian,2017,191,Maisons,174
Saint-Sériès,2017,435,Maisons,373
Saint-Thibéry,2017,1501,Maisons,1240
Saint-Vincent-de-Barbeyrargues,2017,288,Maisons,264
Saint-Vincent-d'Olargues,2017,340,Maisons,316
Salasc,2017,211,Maisons,200
La Salvetat-sur-Agout,2017,1632,Maisons,1377
Saturargues,2017,420,Maisons,374
Saussan,2017,646,Maisons,586
Saussines,2017,475,Maisons,432
Sauteyrargues,2017,196,Maisons,179
Sauvian,2017,2599,Maisons,2224
Sérignan,2017,4571,Maisons,3585
Servian,2017,2518,Maisons,2194
Sète,2017,32194,Maisons,6009
Siran,2017,563,Maisons,527
Sorbs,2017,67,Maisons,61
Soubès,2017,547,Maisons,481
Le Soulié,2017,266,Maisons,254
Soumont,2017,154,Maisons,117
Sussargues,2017,1194,Maisons,1036
Taussac-la-Billière,2017,315,Maisons,274
Teyran,2017,1952,Maisons,1784
Thézan-lès-Béziers,2017,1530,Maisons,1266
Tourbes,2017,900,Maisons,839
La Tour-sur-Orb,2017,870,Maisons,815
Tressan,2017,366,Maisons,344
Le Triadou,2017,229,Maisons,191
Usclas-d'Hérault,2017,209,Maisons,203
Usclas-du-Bosc,2017,133,Maisons,123
La Vacquerie-et-Saint-Martin-de-Castries,2017,184,Maisons,175
Vacquières,2017,479,Maisons,461
Vailhan,2017,115,Maisons,110
Vailhauquès,2017,1017,Maisons,943
Valergues,2017,858,Maisons,757
Valflaunès,2017,371,Maisons,336
Valmascle,2017,30,Maisons,29
Valras-Plage,2017,9185,Maisons,4622
Valros,2017,863,Maisons,738
Vélieux,2017,58,Maisons,38
Vendargues,2017,2905,Maisons,2069
Vendémian,2017,509,Maisons,476
Vendres,2017,2405,Maisons,2291
Verreries-de-Moussans,2017,124,Maisons,122
Vias,2017,5523,Maisons,3430
Vic-la-Gardiole,2017,2319,Maisons,2087
Vieussan,2017,326,Maisons,294
Villemagne-l'Argentière,2017,293,Maisons,282
Villeneuve-lès-Béziers,2017,2516,Maisons,1856
Villeneuve-lès-Maguelone,2017,4315,Maisons,3132
Villeneuvette,2017,63,Maisons,53
Villespassans,2017,139,Maisons,136
Villetelle,2017,591,Maisons,546
Villeveyrac,2017,1723,Maisons,1501
Viols-en-Laval,2017,97,Maisons,73
Viols-le-Fort,2017,574,Maisons,490
La Grande-Motte,2017,20563,Maisons,1725
Aigaliers,2016,314,Maisons,286
Aigremont,2016,378,Maisons,359
Aigues-Mortes,2016,5095,Maisons,3796
Aigues-Vives,2016,1521,Maisons,1331
Aiguèze,2016,230,Maisons,163
Aimargues,2016,2686,Maisons,2072
Alès,2016,24006,Maisons,8618
Allègre-les-Fumades,2016,608,Maisons,520
Alzon,2016,275,Maisons,233
Anduze,2016,2346,Maisons,1296
Les Angles,2016,4782,Maisons,3006
Aramon,2016,2090,Maisons,1532
Argilliers,2016,215,Maisons,204
Arpaillargues-et-Aureillac,2016,555,Maisons,524
Arphy,2016,184,Maisons,181
Arre,2016,231,Maisons,182
Arrigas,2016,267,Maisons,247
Aspères,2016,236,Maisons,210
Aubais,2016,1369,Maisons,1201
Aubord,2016,995,Maisons,900
Aubussargues,2016,234,Maisons,228
Aujac,2016,189,Maisons,177
Aujargues,2016,452,Maisons,421
Aulas,2016,409,Maisons,315
Aumessas,2016,331,Maisons,323
Avèze,2016,688,Maisons,490
Bagard,2016,1166,Maisons,1057
Bagnols-sur-Cèze,2016,9858,Maisons,4128
Barjac,2016,1149,Maisons,863
Baron,2016,195,Maisons,182
La Bastide-d'Engras,2016,149,Maisons,147
Beaucaire,2016,7732,Maisons,4343
Beauvoisin,2016,2018,Maisons,1769
Bellegarde,2016,3153,Maisons,2580
Belvézet,2016,225,Maisons,215
Bernis,2016,1471,Maisons,1263
Bessèges,2016,2227,Maisons,801
Bez-et-Esparon,2016,302,Maisons,246
Bezouce,2016,1072,Maisons,886
Blandas,2016,157,Maisons,152
Blauzac,2016,657,Maisons,618
Boisset-et-Gaujac,2016,1119,Maisons,1028
Boissières,2016,248,Maisons,238
Bonnevaux,2016,91,Maisons,81
Bordezac,2016,285,Maisons,208
Boucoiran-et-Nozières,2016,454,Maisons,385
Bouillargues,2016,2724,Maisons,2359
Bouquet,2016,152,Maisons,152
Bourdic,2016,215,Maisons,194
Bragassargues,2016,97,Maisons,87
Branoux-les-Taillades,2016,845,Maisons,702
Bréau-Mars,2016,494,Maisons,447
Brignon,2016,409,Maisons,341
Brouzet-lès-Quissac,2016,157,Maisons,139
Brouzet-lès-Alès,2016,401,Maisons,332
La Bruguière,2016,247,Maisons,238
Cabrières,2016,716,Maisons,613
La Cadière-et-Cambo,2016,144,Maisons,140
Le Cailar,2016,1193,Maisons,1065
Caissargues,2016,1769,Maisons,1568
La Calmette,2016,1054,Maisons,863
Calvisson,2016,3117,Maisons,2616
Campestre-et-Luc,2016,138,Maisons,128
Canaules-et-Argentières,2016,211,Maisons,200
Cannes-et-Clairan,2016,274,Maisons,247
La Capelle-et-Masmolène,2016,294,Maisons,287
Cardet,2016,459,Maisons,412
Carnas,2016,264,Maisons,240
Carsan,2016,331,Maisons,304
Cassagnoles,2016,228,Maisons,221
Castelnau-Valence,2016,230,Maisons,223
Castillon-du-Gard,2016,903,Maisons,812
Causse-Bégon,2016,16,Maisons,16
Caveirac,2016,1849,Maisons,1633
Cavillargues,2016,508,Maisons,429
Cendras,2016,1024,Maisons,547
Chambon,2016,308,Maisons,290
Chamborigaud,2016,684,Maisons,537
Chusclan,2016,497,Maisons,429
Clarensac,2016,1769,Maisons,1567
Codognan,2016,1104,Maisons,968
Codolet,2016,330,Maisons,258
Collias,2016,761,Maisons,702
Collorgues,2016,274,Maisons,260
Colognac,2016,213,Maisons,186
Combas,2016,341,Maisons,312
Comps,2016,778,Maisons,726
Concoules,2016,341,Maisons,316
Congénies,2016,781,Maisons,721
Connaux,2016,827,Maisons,742
Conqueyrac,2016,67,Maisons,52
Corbès,2016,104,Maisons,64
Corconne,2016,328,Maisons,296
Cornillon,2016,563,Maisons,482
Courry,2016,224,Maisons,207
Crespian,2016,182,Maisons,167
Cros,2016,249,Maisons,242
Cruviers-Lascours,2016,312,Maisons,284
Deaux,2016,294,Maisons,284
Dions,2016,335,Maisons,293
Domazan,2016,466,Maisons,394
Domessargues,2016,311,Maisons,294
Dourbies,2016,540,Maisons,524
Durfort-et-Saint-Martin-de-Sossenac,2016,499,Maisons,470
Estézargues,2016,260,Maisons,224
L'Estréchure,2016,231,Maisons,215
Euzet,2016,242,Maisons,221
Flaux,2016,238,Maisons,234
Foissac,2016,215,Maisons,181
Fons,2016,605,Maisons,560
Fons-sur-Lussan,2016,193,Maisons,191
Fontanès,2016,329,Maisons,290
Fontarèches,2016,171,Maisons,165
Fournès,2016,517,Maisons,487
Fourques,2016,1387,Maisons,1132
Fressac,2016,114,Maisons,101
Gagnières,2016,777,Maisons,479
Gailhan,2016,131,Maisons,122
Gajan,2016,326,Maisons,281
Gallargues-le-Montueux,2016,1919,Maisons,1636
Le Garn,2016,184,Maisons,174
Garons,2016,1980,Maisons,1594
Garrigues-Sainte-Eulalie,2016,415,Maisons,398
Gaujac,2016,554,Maisons,527
Générac,2016,1862,Maisons,1531
Générargues,2016,461,Maisons,358
Génolhac,2016,841,Maisons,712
Goudargues,2016,786,Maisons,643
La Grand-Combe,2016,3056,Maisons,1070
Le Grau-du-Roi,2016,24096,Maisons,3395
Issirac,2016,230,Maisons,205
Jonquières-Saint-Vincent,2016,1634,Maisons,1422
Junas,2016,570,Maisons,525
Lamelouze,2016,118,Maisons,109
Langlade,2016,1000,Maisons,935
Lanuéjols,2016,480,Maisons,386
Lasalle,2016,983,Maisons,616
Laudun-l'Ardoise,2016,2632,Maisons,2131
Laval-Pradel,2016,660,Maisons,608
Laval-Saint-Roman,2016,151,Maisons,143
Lecques,2016,205,Maisons,192
Lédenon,2016,696,Maisons,634
Lédignan,2016,690,Maisons,538
Lézan,2016,796,Maisons,608
Liouc,2016,136,Maisons,127
Lirac,2016,450,Maisons,406
Logrian-Florian,2016,158,Maisons,152
Lussan,2016,455,Maisons,435
Les Mages,2016,1080,Maisons,989
Malons-et-Elze,2016,188,Maisons,170
Mandagout,2016,381,Maisons,363
Manduel,2016,2937,Maisons,2510
Marguerittes,2016,3928,Maisons,3354
Martignargues,2016,207,Maisons,202
Le Martinet,2016,614,Maisons,313
Maruéjols-lès-Gardon,2016,127,Maisons,109
Massanes,2016,101,Maisons,88
Massillargues-Attuech,2016,393,Maisons,343
Mauressargues,2016,74,Maisons,67
Méjannes-le-Clap,2016,944,Maisons,762
Méjannes-lès-Alès,2016,557,Maisons,506
Meynes,2016,1110,Maisons,963
Meyrannes,2016,609,Maisons,466
Mialet,2016,665,Maisons,580
Milhaud,2016,2613,Maisons,2051
Molières-Cavaillac,2016,515,Maisons,450
Molières-sur-Cèze,2016,1022,Maisons,426
Monoblet,2016,448,Maisons,408
Mons,2016,818,Maisons,771
Montaren-et-Saint-Médiers,2016,843,Maisons,768
Montclus,2016,222,Maisons,175
Montdardier,2016,217,Maisons,187
Monteils,2016,299,Maisons,287
Montfaucon,2016,676,Maisons,611
Montfrin,2016,1612,Maisons,1379
Montignargues,2016,259,Maisons,229
Montmirat,2016,175,Maisons,168
Montpezat,2016,530,Maisons,465
Moulézan,2016,306,Maisons,276
Moussac,2016,701,Maisons,636
Mus,2016,616,Maisons,559
Nages-et-Solorgues,2016,747,Maisons,707
Navacelles,2016,193,Maisons,178
Ners,2016,408,Maisons,369
Nîmes,2016,81069,Maisons,24766
Orsan,2016,549,Maisons,511
Orthoux-Sérignac-Quilhan,2016,266,Maisons,240
Parignargues,2016,272,Maisons,252
Peyremale,2016,276,Maisons,257
Peyrolles,2016,40,Maisons,37
Le Pin,2016,228,Maisons,215
Les Plans,2016,120,Maisons,108
Les Plantiers,2016,317,Maisons,217
Pommiers,2016,56,Maisons,56
Pompignan,2016,496,Maisons,451
Ponteils-et-Brésis,2016,326,Maisons,323
Pont-Saint-Esprit,2016,5600,Maisons,3322
Portes,2016,269,Maisons,217
Potelières,2016,211,Maisons,184
Pougnadoresse,2016,148,Maisons,144
Poulx,2016,1595,Maisons,1475
Pouzilhac,2016,360,Maisons,337
Puechredon,2016,17,Maisons,15
Pujaut,2016,1888,Maisons,1731
Quissac,2016,1628,Maisons,1151
Redessan,2016,1666,Maisons,1439
Remoulins,2016,1270,Maisons,801
Revens,2016,48,Maisons,45
Ribaute-les-Tavernes,2016,1008,Maisons,879
Rivières,2016,259,Maisons,219
Robiac-Rochessadoule,2016,692,Maisons,440
Rochefort-du-Gard,2016,3241,Maisons,2917
Rochegude,2016,210,Maisons,200
Rogues,2016,101,Maisons,95
Roquedur,2016,140,Maisons,128
Roquemaure,2016,2749,Maisons,1937
La Roque-sur-Cèze,2016,185,Maisons,174
Rousson,2016,1846,Maisons,1733
La Rouvière,2016,321,Maisons,241
Sabran,2016,951,Maisons,879
Saint-Alexandre,2016,590,Maisons,539
Saint-Ambroix,2016,2144,Maisons,1301
Sainte-Anastasie,2016,845,Maisons,801
Saint-André-de-Majencoules,2016,621,Maisons,550
Saint-André-de-Roquepertuis,2016,427,Maisons,386
Saint-André-de-Valborgne,2016,592,Maisons,478
Saint-André-d'Olérargues,2016,257,Maisons,234
Saint-Bauzély,2016,261,Maisons,230
Saint-Bénézet,2016,128,Maisons,120
Saint-Bonnet-du-Gard,2016,411,Maisons,363
Saint-Bonnet-de-Salendrinque,2016,74,Maisons,64
Saint-Brès,2016,461,Maisons,406
Saint-Bresson,2016,75,Maisons,62
Sainte-Cécile-d'Andorge,2016,395,Maisons,358
Saint-Césaire-de-Gauzignan,2016,203,Maisons,183
Saint-Chaptes,2016,873,Maisons,712
Saint-Christol-de-Rodières,2016,128,Maisons,117
Saint-Christol-lez-Alès,2016,3279,Maisons,2722
Saint-Clément,2016,179,Maisons,173
Saint-Côme-et-Maruéjols,2016,367,Maisons,311
Sainte-Croix-de-Caderle,2016,94,Maisons,82
Saint-Denis,2016,212,Maisons,192
Saint-Dézéry,2016,210,Maisons,191
Saint-Dionisy,2016,446,Maisons,395
Saint-Étienne-de-l'Olm,2016,177,Maisons,175
Saint-Étienne-des-Sorts,2016,312,Maisons,227
Saint-Félix-de-Pallières,2016,192,Maisons,183
Saint-Florent-sur-Auzonnet,2016,846,Maisons,542
Saint-Geniès-de-Comolas,2016,877,Maisons,766
Saint-Geniès-de-Malgoirès,2016,1381,Maisons,1067
Saint-Gervais,2016,397,Maisons,383
Saint-Gervasy,2016,765,Maisons,689
Saint-Gilles,2016,6476,Maisons,4464
Saint-Hilaire-de-Brethmas,2016,2056,Maisons,1826
Saint-Hilaire-d'Ozilhan,2016,523,Maisons,499
Saint-Hippolyte-de-Caton,2016,121,Maisons,115
Saint-Hippolyte-de-Montaigu,2016,161,Maisons,154
Saint-Hippolyte-du-Fort,2016,2350,Maisons,1490
Saint-Jean-de-Ceyrargues,2016,92,Maisons,89
Saint-Jean-de-Crieulon,2016,142,Maisons,129
Saint-Jean-de-Maruéjols-et-Avéjan,2016,677,Maisons,565
Saint-Jean-de-Serres,2016,292,Maisons,245
Saint-Jean-de-Valériscle,2016,433,Maisons,320
Saint-Jean-du-Gard,2016,1847,Maisons,1095
Saint-Jean-du-Pin,2016,736,Maisons,658
Saint-Julien-de-Cassagnas,2016,376,Maisons,329
Saint-Julien-de-la-Nef,2016,118,Maisons,104
Saint-Julien-de-Peyrolas,2016,753,Maisons,676
Saint-Julien-les-Rosiers,2016,1529,Maisons,1398
Saint-Just-et-Vacquières,2016,158,Maisons,152
Saint-Laurent-d'Aigouze,2016,1930,Maisons,1511
Saint-Laurent-de-Carnols,2016,294,Maisons,278
Saint-Laurent-des-Arbres,2016,1283,Maisons,1144
Saint-Laurent-la-Vernède,2016,442,Maisons,423
Saint-Laurent-le-Minier,2016,343,Maisons,325
Saint-Mamert-du-Gard,2016,693,Maisons,598
Saint-Marcel-de-Careiret,2016,432,Maisons,422
Saint-Martial,2016,255,Maisons,244
Saint-Martin-de-Valgalgues,2016,2139,Maisons,1573
Saint-Maurice-de-Cazevieille,2016,378,Maisons,324
Saint-Maximin,2016,464,Maisons,441
Saint-Michel-d'Euzet,2016,381,Maisons,363
Saint-Nazaire,2016,611,Maisons,407
Saint-Nazaire-des-Gardies,2016,48,Maisons,39
Saint-Paulet-de-Caisson,2016,980,Maisons,807
Saint-Paul-la-Coste,2016,281,Maisons,275
Saint-Pons-la-Calm,2016,241,Maisons,216
Saint-Privat-de-Champclos,2016,260,Maisons,245
Saint-Privat-des-Vieux,2016,2438,Maisons,2186
Saint-Quentin-la-Poterie,2016,1730,Maisons,1565
Saint-Roman-de-Codières,2016,182,Maisons,170
Saint-Sauveur-Camprieu,2016,619,Maisons,592
Saint-Sébastien-d'Aigrefeuille,2016,350,Maisons,336
Saint-Siffret,2016,736,Maisons,711
Saint-Théodorit,2016,249,Maisons,212
Saint-Victor-des-Oules,2016,195,Maisons,190
Saint-Victor-la-Coste,2016,984,Maisons,920
Saint-Victor-de-Malcap,2016,498,Maisons,460
Salazac,2016,152,Maisons,141
Salindres,2016,1725,Maisons,1282
Salinelles,2016,281,Maisons,251
Les Salles-du-Gardon,2016,1433,Maisons,810
Sanilhac-Sagriès,2016,498,Maisons,446
Sardan,2016,165,Maisons,146
Saumane,2016,270,Maisons,207
Sauve,2016,1410,Maisons,996
Sauveterre,2016,922,Maisons,828
Sauzet,2016,339,Maisons,304
Savignargues,2016,124,Maisons,114
Saze,2016,950,Maisons,839
Sénéchas,2016,289,Maisons,276
Sernhac,2016,854,Maisons,746
Servas,2016,118,Maisons,113
Serviers-et-Labaume,2016,316,Maisons,283
Seynes,2016,118,Maisons,96
Sommières,2016,2614,Maisons,1332
Soudorgues,2016,232,Maisons,218
Soustelle,2016,120,Maisons,113
Souvignargues,2016,448,Maisons,416
Sumène,2016,1240,Maisons,903
Tavel,2016,968,Maisons,810
Tharaux,2016,56,Maisons,52
Théziers,2016,518,Maisons,482
Thoiras,2016,268,Maisons,243
Tornac,2016,541,Maisons,464
Tresques,2016,902,Maisons,827
Trèves,2016,142,Maisons,120
Uchaud,2016,1988,Maisons,1578
Uzès,2016,5534,Maisons,2586
Vabres,2016,78,Maisons,73
Vallabrègues,2016,753,Maisons,702
Vallabrix,2016,257,Maisons,243
Vallérargues,2016,96,Maisons,93
Val-d'Aigoual,2016,1853,Maisons,1443
Valliguières,2016,313,Maisons,283
Vauvert,2016,5400,Maisons,3503
Vénéjan,2016,605,Maisons,572
Verfeuil,2016,399,Maisons,369
Vergèze,2016,2228,Maisons,1913
La Vernarède,2016,363,Maisons,280
Vers-Pont-du-Gard,2016,1018,Maisons,910
Vestric-et-Candiac,2016,601,Maisons,537
Vézénobres,2016,976,Maisons,804
Vic-le-Fesq,2016,255,Maisons,229
Le Vigan,2016,2712,Maisons,1245
Villeneuve-lès-Avignon,2016,6382,Maisons,4509
Villevieille,2016,860,Maisons,775
Vissec,2016,79,Maisons,70
Montagnac,2016,108,Maisons,98
Saint-Paul-les-Fonts,2016,438,Maisons,386
Rodilhan,2016,1376,Maisons,1088
Abeilhan,2016,843,Maisons,769
Adissan,2016,628,Maisons,595
Agde,2016,48638,Maisons,13783
Agel,2016,181,Maisons,165
Agonès,2016,132,Maisons,126
Aigne,2016,211,Maisons,202
Aigues-Vives,2016,345,Maisons,332
Les Aires,2016,409,Maisons,371
Alignan-du-Vent,2016,908,Maisons,857
Aniane,2016,1614,Maisons,1269
Arboras,2016,90,Maisons,78
Argelliers,2016,487,Maisons,443
Aspiran,2016,863,Maisons,764
Assas,2016,704,Maisons,615
Assignan,2016,155,Maisons,138
Aumelas,2016,286,Maisons,260
Aumes,2016,294,Maisons,276
Autignac,2016,582,Maisons,549
Avène,2016,591,Maisons,363
Azillanet,2016,312,Maisons,297
Babeau-Bouldoux,2016,240,Maisons,229
Baillargues,2016,3294,Maisons,2470
Balaruc-les-Bains,2016,7355,Maisons,2383
Balaruc-le-Vieux,2016,1264,Maisons,1040
Bassan,2016,1042,Maisons,934
Beaufort,2016,181,Maisons,160
Beaulieu,2016,803,Maisons,667
Bédarieux,2016,4102,Maisons,2058
Bélarga,2016,330,Maisons,308
Berlou,2016,191,Maisons,164
Bessan,2016,2800,Maisons,2179
Béziers,2016,44937,Maisons,16483
Boisseron,2016,850,Maisons,742
Boisset,2016,43,Maisons,42
La Boissière,2016,486,Maisons,461
Le Bosc,2016,745,Maisons,680
Boujan-sur-Libron,2016,1682,Maisons,1223
Le Bousquet-d'Orb,2016,1118,Maisons,770
Bouzigues,2016,1041,Maisons,807
Brenas,2016,47,Maisons,45
Brignac,2016,361,Maisons,336
Brissac,2016,457,Maisons,425
Buzignargues,2016,146,Maisons,129
Cabrerolles,2016,279,Maisons,260
Cabrières,2016,340,Maisons,309
Cambon-et-Salvergues,2016,147,Maisons,131
Campagnan,2016,347,Maisons,308
Campagne,2016,146,Maisons,129
Camplong,2016,224,Maisons,204
Candillargues,2016,714,Maisons,554
Canet,2016,1509,Maisons,1407
Capestang,2016,1793,Maisons,1526
Carlencas-et-Levas,2016,77,Maisons,76
Cassagnoles,2016,107,Maisons,98
Castanet-le-Haut,2016,224,Maisons,213
Castelnau-de-Guers,2016,914,Maisons,645
Castelnau-le-Lez,2016,9759,Maisons,4379
Castries,2016,2944,Maisons,2263
La Caunette,2016,264,Maisons,239
Causse-de-la-Selle,2016,248,Maisons,243
Causses-et-Veyran,2016,436,Maisons,396
Caussiniojouls,2016,108,Maisons,102
Caux,2016,1412,Maisons,1291
Le Caylar,2016,359,Maisons,277
Cazedarnes,2016,340,Maisons,331
Cazevieille,2016,105,Maisons,97
Cazilhac,2016,812,Maisons,702
Cazouls-d'Hérault,2016,256,Maisons,234
Cazouls-lès-Béziers,2016,2477,Maisons,2144
Cébazan,2016,370,Maisons,349
Ceilhes-et-Rocozels,2016,454,Maisons,303
Celles,2016,14,Maisons,9
Cers,2016,1138,Maisons,1001
Cessenon-sur-Orb,2016,1364,Maisons,1218
Cesseras,2016,332,Maisons,308
Ceyras,2016,623,Maisons,560
Clapiers,2016,2316,Maisons,1873
Claret,2016,705,Maisons,645
Clermont-l'Hérault,2016,4888,Maisons,2365
Colombières-sur-Orb,2016,360,Maisons,319
Colombiers,2016,1331,Maisons,1150
Combaillaux,2016,621,Maisons,583
Combes,2016,200,Maisons,179
Corneilhan,2016,867,Maisons,806
Coulobres,2016,186,Maisons,181
Courniou,2016,496,Maisons,474
Cournonsec,2016,1291,Maisons,1087
Cournonterral,2016,2731,Maisons,2028
Creissan,2016,668,Maisons,616
Le Crès,2016,4209,Maisons,2945
Le Cros,2016,65,Maisons,65
Cruzy,2016,653,Maisons,624
Dio-et-Valquières,2016,142,Maisons,135
Espondeilhan,2016,519,Maisons,465
Fabrègues,2016,3353,Maisons,2654
Faugères,2016,424,Maisons,384
Félines-Minervois,2016,357,Maisons,342
Ferrals-les-Montagnes,2016,193,Maisons,187
Ferrières-les-Verreries,2016,51,Maisons,34
Ferrières-Poussarou,2016,79,Maisons,74
Florensac,2016,2712,Maisons,2345
Fontanès,2016,156,Maisons,144
Fontès,2016,652,Maisons,533
Fos,2016,76,Maisons,70
Fouzilhon,2016,140,Maisons,135
Fozières,2016,122,Maisons,120
Fraisse-sur-Agout,2016,436,Maisons,395
Frontignan,2016,13551,Maisons,7914
Gabian,2016,547,Maisons,492
Galargues,2016,333,Maisons,311
Ganges,2016,2573,Maisons,872
Garrigues,2016,83,Maisons,73
Gigean,2016,2691,Maisons,1989
Gignac,2016,2875,Maisons,2134
Gorniès,2016,156,Maisons,153
Grabels,2016,4214,Maisons,2071
Graissessac,2016,651,Maisons,315
Guzargues,2016,211,Maisons,203
Hérépian,2016,953,Maisons,766
Jacou,2016,2856,Maisons,2020
Joncels,2016,254,Maisons,232
Jonquières,2016,231,Maisons,214
Juvignac,2016,5284,Maisons,2948
Lacoste,2016,185,Maisons,166
Lagamas,2016,78,Maisons,66
Lamalou-les-Bains,2016,2239,Maisons,934
Lansargues,2016,1408,Maisons,1217
Laroque,2016,921,Maisons,779
Lattes,2016,8340,Maisons,4475
Laurens,2016,992,Maisons,880
Lauret,2016,254,Maisons,221
Lauroux,2016,179,Maisons,173
Lavalette,2016,45,Maisons,40
Lavérune,2016,1452,Maisons,1134
Lespignan,2016,1728,Maisons,1563
Lézignan-la-Cèbe,2016,771,Maisons,675
Liausson,2016,122,Maisons,100
Lieuran-Cabrières,2016,184,Maisons,179
Lieuran-lès-Béziers,2016,647,Maisons,618
Lignan-sur-Orb,2016,1440,Maisons,1333
La Livinière,2016,473,Maisons,462
Lodève,2016,4248,Maisons,1961
Loupian,2016,1214,Maisons,1056
Lunas,2016,607,Maisons,551
Lunel,2016,11889,Maisons,6988
Lunel-Viel,2016,1667,Maisons,1377
Magalas,2016,1609,Maisons,1485
Maraussan,2016,2025,Maisons,1747
Margon,2016,342,Maisons,330
Marseillan,2016,10102,Maisons,5655
Marsillargues,2016,3394,Maisons,2473
Mas-de-Londres,2016,267,Maisons,248
Les Matelles,2016,825,Maisons,704
Mauguio,2016,12501,Maisons,5350
Maureilhan,2016,1057,Maisons,954
Mérifons,2016,51,Maisons,50
Mèze,2016,6679,Maisons,4144
Minerve,2016,113,Maisons,93
Mireval,2016,1504,Maisons,1268
Mons,2016,581,Maisons,549
